country,district,site,houseNumber,collectionMethod,total,totalAnopheles,totalOtherMosquitoes,maleAnopheles,anGambiaeUF,anGambiaeF,anGambiaeG,AnGambiaeMale,AnGambiaeFemale,anFunestusUF,anFunestusF,anFunestusG,AnFunestusMale,AnFunestusFemale,anOtherUF,anOtherF,anOtherG,AnOtherMale,AnOtherFemale,CulexUF,CulexF,CulexG,culexMale,culexFemale,AedesUF,AedesF,AedesG,aedesMale,aedesFemale,MansoniaUF,MansoniaF,MansoniaG,mansoniaMale,mansoniaFemale,peopleSlept,irsSprayed,monthsAgo,totalLLIN,llinType,llinBrand,peopleSleptUnderLlin,name,date,site code,health centre,parish,village,coded house number,Latitude,Longitude,House Type,Title of Officer
Uganda,Adjumani,86,576,Other VC,10,2,8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0,3,0,4,Yes,,2,Pyrethroid + PBO,OLYSET,4,,2025-11-10T19:02:55.000Z,86,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,156,892,CDC light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Yes,4,1,Pyrethroid + pyriproxyfen,ROYALGUARD,2,,2025-11-10T18:19:37.000Z,156,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,149,864,CDC light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Yes,6,1,Pyrethroid + pyriproxyfen,ROYAL guard,,,2025-11-10T17:27:07.000Z,149,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,144,844,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Yes,3,1,Pyrethroid + pyriproxyfen,ROYALGUARD,3,,2025-11-10T17:07:22.000Z,144,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,140,830,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Yes,6,2,Pyrethroid + pyriproxyfen,ROYAL GARD,,,2025-11-10T17:02:41.000Z,140,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,139,825,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Yes,6,1,Pyrethroid + pyriproxyfen,ROYAL GARD,3,,2025-11-10T17:02:20.000Z,139,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,136,812,CDC light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Yes,5,1,Royal Guard,Royal Guard,3,,2025-11-10T17:01:39.000Z,136,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,134,806,CDC light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,7,1,Royal guard,Royal guard,1,,2025-11-10T17:00:51.000Z,134,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,132,797,CDC light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Yes,5,1,Royal Guard,Royal Guard,2,,2025-11-10T17:00:25.000Z,132,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,131,794,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,8,1,Pyrethroid + PBO,OLYSET Plus,1,,2025-11-10T17:00:15.000Z,131,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,130,790,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,8,1,Pyrethroid-only,OLYSET Net,1,,2025-11-10T17:00:04.000Z,130,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,124,765,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,5,1,Royal Guard,Royal Guard,1,,2025-11-10T16:55:04.000Z,124,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,121,756,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Yes,9,1,Pyrethroid-only,OLYSET Net,3,,2025-11-10T16:53:51.000Z,121,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,118,741,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Yes,6,1,Pyrethroid + PBO,OLYSET Plus,3,,2025-11-10T16:52:42.000Z,118,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,116,733,CDC light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Yes,5,2,Pyrethroid + PBO,PermaNet 3.0,3,,2025-11-10T16:51:43.000Z,116,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,105,690,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Yes,6,2,Pyrethroid + PBO,PermaNet 3.0,4,,2025-11-10T16:38:55.000Z,105,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,104,685,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Yes,67,2,Pyrethroid-only,PermaNet 2.0,6,,2025-11-10T16:38:37.000Z,104,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,103,682,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Yes,6,2,Pyrethroid + PBO,PermaNet 3.0,3,,2025-11-10T16:38:08.000Z,103,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,101,675,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Yes,7,2,Pyrethroid-only,PermaNet 2.0,4,,2025-11-10T16:37:50.000Z,101,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,99,667,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Yes,7,2,Pyrethroid-only,PermaNet 2.0,4,,2025-11-10T16:37:27.000Z,99,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,97,657,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Yes,5,2,Pyrethroid-only,PermaNet 2.0,4,,2025-11-10T16:36:53.000Z,97,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,79,565,Pyrethrum Spray Catch (PSC),6,5,1,5,1,0,1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,Yes,,3,Pyrethroid + PBO,OLYSET,2,,2025-11-09T04:33:34.000Z,79,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,90,580,Pyrethrum Spray Catch (PSC),13,5,8,5,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,2,0,0,0,1,2,0,0,0,0,1,0,3,Yes,20,2,Pyrethroid + PBO,OLYSET,3,,2025-11-08T23:22:20.000Z,90,Dzaipi Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Koboko,93,583,Pyrethrum Spray Catch (PSC),5,2,3,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,Yes,5,1,Pyrethroid + PBO,OLYSET,5,,2025-11-07T02:45:31.000Z,93,Koboko Mission Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,80,644,Pyrethrum Spray Catch (PSC),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,No,,,Unknown,Unknown,,,2023-02-03T17:09:44.000Z,80,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,79,643,Pyrethrum Spray Catch (PSC),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,10,Yes,,3,Unknown,Unknown,2,,2025-11-05T15:42:13.000Z,79,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,88,578,Other VC,14,7,7,7,0,0,0,2,0,1,0,0,3,0,1,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,Yes,2,,Pyrethroid + PBO,Unknown,,,2025-11-04T16:59:41.000Z,88,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,564,Pyrethrum Spray Catch (PSC),11,6,5,6,0,0,0,1,0,0,0,1,2,0,1,0,0,3,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,,No,,,Unknown,Unknown,,,2025-11-04T15:30:52.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,563,Pyrethrum Spray Catch (PSC),7,5,2,5,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,No,,,Unknown,Unknown,,,2025-11-03T04:33:42.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,85,575,CDC Light Trap (LTC),7,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,No,,,Unknown,Unknown,,,2025-11-03T02:00:50.000Z,85,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,77,561,CDC Light Trap (LTC),15,7,8,7,0,0,1,2,0,0,0,1,3,0,2,0,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,1,4,0,,No,2,1,Pyrethroid + PBO,OLYSET,1,,2025-11-02T21:46:49.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,83,573,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,,,Unknown,Unknown,,,2025-11-02T13:18:58.000Z,83,Malongo Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,79,569,Pyrethrum Spray Catch (PSC),10,3,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,10,Yes,,3,Pyrethroid + PBO,OLYSET,2,,2025-11-01T09:39:13.000Z,79,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,87,577,CDC Light Trap (LTC),12,2,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,2,3,0,7,No,,1,Pyrethroid + PBO,OLYSET,7,,2025-11-01T01:53:23.000Z,87,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,591,CDC Light Trap (LTC),15,8,7,8,0,0,1,2,0,0,0,0,1,0,1,0,0,5,0,0,0,0,2,0,0,0,1,3,0,0,0,0,1,0,2,No,,1,Pyrethroid + PBO,OLYSET,8,,2025-10-30T02:57:43.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,87,605,CDC Light Trap (LTC),14,9,5,9,0,0,2,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,No,,5,Pyrethroid + PBO,OLYSET,1,,2025-10-28T20:59:06.000Z,87,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Koboko,93,611,CDC Light Trap (LTC),12,5,7,5,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,0,9,No,,2,Pyrethroid + PBO,OLYSET,9,,2025-10-27T16:56:09.000Z,93,Koboko Mission Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,79,594,CDC Light Trap (LTC),8,4,4,4,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,No,3,1,Pyrethroid + PBO,OLYSET,6,,2025-10-26T17:56:34.000Z,79,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Adjumani,86,604,CDC Light Trap (LTC),15,9,6,9,1,0,1,5,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,3,No,,5,Pyrethroid + PBO,OLYSET,1,,2025-10-25T14:03:10.000Z,86,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,78,592,CDC Light Trap (LTC),13,4,9,4,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,2,0,2,5,0,0,0,0,2,0,0,0,0,1,0,2,No,,1,Pyrethroid + PBO,OLYSET,8,,2025-10-24T04:30:36.000Z,78,Bukatube Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,77,589,CDC Light Trap (LTC),15,5,10,5,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,1,2,0,0,0,0,2,0,1,0,0,4,0,6,No,,1,Pyrethroid + PBO,OLYSET,2,,2025-10-23T03:02:05.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,91,609,Pyrethrum Spray Catch (PSC),8,5,3,5,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,9,No,,6,Pyrethroid + PBO,OLYSET,4,,2025-10-21T23:21:34.000Z,91,Dzaipi Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,81,599,CDC Light Trap (LTC),8,2,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,6,No,,3,Pyrethroid + PBO,OLYSET,2,,2025-10-21T14:08:36.000Z,81,Malongo Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Koboko,94,612,CDC Light Trap (LTC),8,2,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,3,0,2,Yes,21,4,Pyrethroid + PBO,OLYSET,2,,2025-10-20T04:05:36.000Z,94,Koboko Mission Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,92,610,CDC Light Trap (LTC),7,6,1,6,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,Yes,2,4,Pyrethroid + PBO,OLYSET,2,,2025-10-19T13:05:48.000Z,92,Dzaipi Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,77,588,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,No,,5,Pyrethroid + PBO,OLYSET,4,,2025-10-19T05:52:30.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,84,602,CDC Light Trap (LTC),6,6,0,6,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,No,,1,Pyrethroid + PBO,OLYSET,6,,2025-10-18T04:38:55.000Z,84,Malongo Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,79,597,CDC Light Trap (LTC),13,8,5,8,0,0,1,2,0,0,0,0,2,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,No,3,1,Pyrethroid + PBO,OLYSET,6,,2025-10-17T16:08:18.000Z,79,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Koboko,95,613,Pyrethrum Spray Catch (PSC),5,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,No,,1,Pyrethroid + PBO,OLYSET,7,,2025-10-17T12:01:16.000Z,95,Koboko Mission Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Koboko,96,614,Pyrethrum Spray Catch (PSC),10,4,6,4,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,1,0,5,No,,6,Pyrethroid + PBO,OLYSET,2,,2025-10-12T02:31:01.000Z,96,Koboko Mission Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,79,596,CDC Light Trap (LTC),12,5,7,5,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,0,0,1,2,0,0,0,0,2,0,2,No,3,1,Pyrethroid + PBO,OLYSET,6,,2025-10-10T10:10:34.000Z,79,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,77,587,CDC Light Trap (LTC),9,2,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,2,0,9,Yes,4,5,Pyrethroid + PBO,OLYSET,5,,2025-10-10T08:36:01.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,80,598,Pyrethrum Spray Catch (PSC),9,5,4,5,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,No,,3,Pyrethroid + PBO,OLYSET,4,,2025-10-10T00:22:17.000Z,80,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,90,608,CDC Light Trap (LTC),10,6,4,6,1,0,0,2,0,0,0,1,2,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,No,,3,Pyrethroid + PBO,OLYSET,6,,2025-10-08T22:55:06.000Z,90,Dzaipi Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,88,606,Pyrethrum Spray Catch (PSC),6,3,3,3,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,Yes,6,5,Pyrethroid + PBO,OLYSET,10,,2025-10-06T09:12:12.000Z,88,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,77,590,CDC Light Trap (LTC),12,6,6,6,1,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,10,No,,1,Pyrethroid + PBO,OLYSET,6,,2025-10-05T11:21:29.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,89,607,Pyrethrum Spray Catch (PSC),10,4,6,4,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,No,,2,Pyrethroid + PBO,OLYSET,1,,2025-10-03T00:12:32.000Z,89,Dzaipi Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,79,593,CDC Light Trap (LTC),10,5,5,5,1,0,0,1,0,1,0,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,2,No,3,1,Pyrethroid + PBO,OLYSET,6,,2025-10-02T16:23:59.000Z,79,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Adjumani,85,603,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Yes,21,4,Pyrethroid + PBO,OLYSET,5,,2025-10-02T13:06:20.000Z,85,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,83,601,CDC Light Trap (LTC),9,4,5,4,1,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,Yes,7,2,Pyrethroid + PBO,OLYSET,1,,2025-10-02T03:33:01.000Z,83,Malongo Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,79,595,CDC Light Trap (LTC),15,5,10,5,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,1,0,0,3,0,0,0,1,1,0,2,No,3,1,Pyrethroid + PBO,OLYSET,6,,2025-10-01T03:00:12.000Z,79,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,82,600,CDC Light Trap (LTC),8,6,2,6,0,0,1,1,0,1,0,0,3,0,1,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,5,No,,4,Pyrethroid + PBO,OLYSET,2,,2025-09-30T20:11:45.000Z,82,Malongo Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,79,621,CDC Light Trap (LTC),7,3,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,No,,3,Pyrethroid + PBO,OLYSET,2,,2025-09-30T10:47:53.000Z,79,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,77,618,CDC Light Trap (LTC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,No,,2,Pyrethroid + PBO,OLYSET,4,,2025-09-30T02:51:59.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,81,627,Pyrethrum Spray Catch (PSC),13,4,9,4,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,5,0,0,0,0,3,0,0,0,0,0,0,7,Yes,20,,Unknown,Unknown,,,2025-09-27T22:55:10.000Z,81,Malongo Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,92,638,Pyrethrum Spray Catch (PSC),10,3,7,3,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,5,Yes,17,6,Pyrethroid + PBO,OLYSET,3,,2025-09-27T20:11:27.000Z,92,Dzaipi Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,80,626,CDC Light Trap (LTC),10,4,6,4,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,2,0,6,Yes,22,1,Pyrethroid + PBO,OLYSET,3,,2025-09-27T13:44:02.000Z,80,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,84,630,Pyrethrum Spray Catch (PSC),6,3,3,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,No,,1,Pyrethroid + PBO,OLYSET,1,,2025-09-26T21:50:24.000Z,84,Malongo Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Adjumani,85,631,CDC Light Trap (LTC),15,7,8,7,1,0,0,2,0,2,0,1,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,8,Yes,12,2,Pyrethroid + PBO,OLYSET,5,,2025-09-25T09:13:37.000Z,85,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Koboko,93,639,CDC Light Trap (LTC),11,8,3,8,1,0,0,2,0,0,0,1,3,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,Yes,9,5,Pyrethroid + PBO,OLYSET,2,,2025-09-25T02:25:27.000Z,93,Koboko Mission Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,77,615,CDC Light Trap (LTC),12,5,7,5,0,0,0,1,0,1,0,1,2,0,1,0,1,2,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,9,No,,2,Pyrethroid + PBO,OLYSET,4,,2025-09-23T17:36:56.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Koboko,96,642,CDC Light Trap (LTC),11,4,7,4,0,0,0,0,0,1,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,4,No,,,Unknown,Unknown,,,2025-09-22T12:28:47.000Z,96,Koboko Mission Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,79,625,CDC Light Trap (LTC),13,4,9,4,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,2,0,0,0,1,3,0,2,No,,3,Pyrethroid + PBO,OLYSET,2,,2025-09-19T00:15:09.000Z,79,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,77,616,CDC Light Trap (LTC),13,5,8,5,0,0,0,2,0,1,0,0,2,0,0,0,1,1,0,0,0,2,3,0,0,0,0,1,0,1,0,0,2,0,9,No,,2,Pyrethroid + PBO,OLYSET,4,,2025-09-18T17:35:53.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,86,632,Pyrethrum Spray Catch (PSC),5,2,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,Yes,15,5,Pyrethroid + PBO,OLYSET,4,,2025-09-18T08:49:24.000Z,86,Ofua (Ofua) Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Mayuge,79,622,CDC Light Trap (LTC),7,3,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,2,No,,3,Pyrethroid + PBO,OLYSET,2,,2025-09-17T22:18:51.000Z,79,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,79,623,CDC Light Trap (LTC),6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,No,,3,Pyrethroid + PBO,OLYSET,2,,2025-09-16T21:28:51.000Z,79,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
